timestamp,url,page_type,attempt,method,acquisition_mode,http_status,content_type,elapsed_seconds,semantic_validation,challenge_detected,content_length,raw_html_sha256,rendered_dom_sha256,result
2026-07-31T00:49:16Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31694&returnto=9396,program_31694,1,httpx,direct_html,200,text/html; charset=UTF-8,0.236,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 7158, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 21, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,54610,59cdce8ac256cd20d480c7f572ade4ac0ed5cc29d18f8a679e0d380e6945d60b,,ok
2026-07-31T00:49:21Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32669&returnto=9396,program_32669,1,httpx,direct_html,200,text/html; charset=UTF-8,2.374,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 10046, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 39, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,67091,5d67040d3ae31d4340b10d40c59c0af0b78a55800b9bf716ec1debd12a315e73,,ok
2026-07-31T00:49:23Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31699&returnto=9396,program_31699,1,httpx,direct_html,200,text/html; charset=UTF-8,1.751,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 7609, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 35, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,57653,96f36bdebbe553daa66b94c4fe5eba870dcd2c300e7a532d3975f7d9afc30449,,ok
2026-07-31T00:49:24Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31700&returnto=9396,program_31700,1,httpx,direct_html,200,text/html; charset=UTF-8,1.112,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 4871, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 18, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,46969,db4ad0236cdf157497de0f1ba522ff91221f62dcc803b210719218a81089bbfe,,ok
2026-07-31T00:49:25Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31854&returnto=9396,program_31854,1,httpx,direct_html,200,text/html; charset=UTF-8,0.331,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 8305, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 78, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,68422,dda31d4224d2a469b33357f08936028843d492bf7603166a53499399d956f2d5,,ok
2026-07-31T00:49:28Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31855&returnto=9396,program_31855,1,httpx,direct_html,200,text/html; charset=UTF-8,0.505,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 8435, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 80, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,69242,1783e4ad6b2bd0cfc5b4b42c1e0cf7ef5ec8ccef27fb68df74cd4ac5cd024300,,ok
2026-07-31T00:49:30Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32908&returnto=9396,program_32908,1,httpx,direct_html,200,text/html; charset=UTF-8,0.302,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 14139, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 79, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,91889,f6879f50c14b2fc35a90a74d19b8f20c0838f46ac2d9a9502bde61751a52bc78,,ok
2026-07-31T00:49:31Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31557&returnto=9396,program_31557,1,httpx,direct_html,200,text/html; charset=UTF-8,0.337,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 12770, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 23, ""requirement_signal_count"": 4, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,71670,85b50ac969f9c4869dbb1dae0107c17a8db88a1f17435d7419f8662d655df549,,ok
2026-07-31T00:49:34Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31587&returnto=9396,program_31587,1,httpx,direct_html,200,text/html; charset=UTF-8,0.236,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 14341, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 26, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,84122,60488e4f52c316bcb9a06b1323240a963e6d6a7fa9a613007d09b4bec799568a,,ok
2026-07-31T00:49:35Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32770&returnto=9396,program_32770,1,httpx,direct_html,200,text/html; charset=UTF-8,0.25,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 6465, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 15, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,51175,7bd482c41f2d1b9d201a846eb3b0edf6c86245fcca95515784f7c24b01206062,,ok
2026-07-31T00:49:38Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31572&returnto=9396,program_31572,1,httpx,direct_html,200,text/html; charset=UTF-8,0.246,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5025, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 6, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,42332,becefc684295fc527d2757d2a22beeb2b1ebdf70da854b9fa91b295e7ab81be1,,ok
2026-07-31T00:49:40Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31710&returnto=9396,program_31710,1,httpx,direct_html,200,text/html; charset=UTF-8,0.305,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 6760, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 21, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,54980,879a824930fce358e63f607076bf2a27e41219d93a15568f76ac084e67b0626c,,ok
2026-07-31T00:49:43Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32917&returnto=9396,program_32917,1,httpx,direct_html,200,text/html; charset=UTF-8,0.333,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9186, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 3, ""course_code_count"": 50, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,66148,b3a43077a3463079e67824d2a7a40fc9ca31bc2aa4d21394fbb8ff4561627066,,ok
2026-07-31T00:49:46Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32795&returnto=9396,program_32795,1,httpx,direct_html,200,text/html; charset=UTF-8,0.348,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 7883, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 33, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,55932,d9ef427c04b04657e857d4d7459699260656347ce6fee18e5f671303c73158a7,,ok
2026-07-31T00:49:48Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31586&returnto=9396,program_31586,1,httpx,direct_html,200,text/html; charset=UTF-8,0.406,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 16219, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 143, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,100966,c3be2d829444ba7b2a9b201f25ecfb9877d3b91647607047948c102031e9e950,,ok
2026-07-31T00:49:50Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32045&returnto=9396,program_32045,1,httpx,direct_html,200,text/html; charset=UTF-8,0.209,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5983, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 29, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,52810,e131a29d73f2f9620e00ec6efd24d1083256fa829e5408c4143b8e7d03fd5e25,,ok
2026-07-31T00:49:52Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31889&returnto=9396,program_31889,1,httpx,direct_html,200,text/html; charset=UTF-8,0.229,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 3730, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 18, ""requirement_signal_count"": 4, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,44402,9203f4244fe12c005ef29a8efebad7bf9c6bb2ea0d96d0a46d667e451b5fe633,,ok
2026-07-31T00:49:56Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31886&returnto=9396,program_31886,1,httpx,direct_html,200,text/html; charset=UTF-8,1.749,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 3882, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 19, ""requirement_signal_count"": 4, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,45432,033868276513ee755cdd0624d4e96799a5e26c774e17e4aaa5a52615c7896ece,,ok
2026-07-31T00:49:57Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32779&returnto=9396,program_32779,1,httpx,direct_html,200,text/html; charset=UTF-8,1.001,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 4729, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 22, ""requirement_signal_count"": 3, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,45328,08cb00862b13b3e167388f4bf545968c5e703fc4fa5acab81f19c6f894d4f226,,ok
2026-07-31T00:49:59Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31721&returnto=9396,program_31721,1,httpx,direct_html,200,text/html; charset=UTF-8,0.8,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 7054, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 16, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,53960,19ff69b284c3b6af4ee4d223fac0d45fc4fd3d87953bfefc1db45c494d0a3a19,,ok
2026-07-31T00:50:00Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31717&returnto=9396,program_31717,1,httpx,direct_html,200,text/html; charset=UTF-8,0.335,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 10552, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 70, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,74784,d1b35329adca5159a8a279f0208f701d68668eec2b3ff8388062c84aa79a8ca9,,ok
2026-07-31T00:50:03Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32750&returnto=9396,program_32750,1,httpx,direct_html,200,text/html; charset=UTF-8,0.393,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 10128, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 42, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,65802,08a57e01ce6ce00d21be1dd593826273d7cc5471104b055bf561f6aa070bce79,,ok
2026-07-31T00:50:05Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31718&returnto=9396,program_31718,1,httpx,direct_html,200,text/html; charset=UTF-8,0.36,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 10315, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 68, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,73875,e8b0f9666b70cfbc4ecf791abeb6cf80a07ad106ab2dae1f0d19086309aaf13e,,ok
2026-07-31T00:50:07Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32784&returnto=9396,program_32784,1,httpx,direct_html,200,text/html; charset=UTF-8,0.562,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9166, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 31, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,61690,d2c09596838273354239187311d0508a343696b980fb5b4ef3d78cd78b5066bb,,ok
2026-07-31T00:50:10Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32749&returnto=9396,program_32749,1,httpx,direct_html,200,text/html; charset=UTF-8,0.394,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9701, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 33, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,63792,9f96129b33f147ff15d2774b276b48b020ab88673ff183e4312d39a8a8a457cb,,ok
2026-07-31T00:50:11Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32751&returnto=9396,program_32751,1,httpx,direct_html,200,text/html; charset=UTF-8,0.248,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9464, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 42, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,65928,54ac2f277f0413d9c280a2a80442b4876f893575f4d7ff8dc7d5fbf1c0a84b7e,,ok
2026-07-31T00:50:16Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32049&returnto=9396,program_32049,1,httpx,direct_html,200,text/html; charset=UTF-8,2.394,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5965, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 21, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,52484,a32b46507bd7c89bf320f4f87acf0ab6716c3bea59a30a02d8feaafa7fd7ecd2,,ok
2026-07-31T00:50:17Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32051&returnto=9396,program_32051,1,httpx,direct_html,200,text/html; charset=UTF-8,0.556,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5868, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 24, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,53843,8b0510908f497c514b5c16d5116aa92761174aed4a0be809b64fdc2784ef925e,,ok
2026-07-31T00:50:19Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32052&returnto=9396,program_32052,1,httpx,direct_html,200,text/html; charset=UTF-8,0.28,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5624, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 23, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,51824,ac4d341cbc99159b749bff2547f6a6c77296777723d08f49f64f5d93671bcc33,,ok
2026-07-31T00:50:22Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32619&returnto=9396,program_32619,1,httpx,direct_html,200,text/html; charset=UTF-8,0.227,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5520, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 20, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,50887,9829644ae7375bca3c141277b9008032d02c97544a3b4e9a20c70cbfe02b3335,,ok
2026-07-31T00:50:23Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32719&returnto=9396,program_32719,1,httpx,direct_html,200,text/html; charset=UTF-8,0.517,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9436, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 26, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,58236,f47c78a9b0a896426a0f0f56708ba85bcfe889af1de2cea4f1221a3b69a66f6c,,ok
2026-07-31T00:50:26Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32706&returnto=9396,program_32706,1,httpx,direct_html,200,text/html; charset=UTF-8,0.402,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 9358, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 25, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,57683,d361beb6d5b0c1f3a77b87867b3abf47c3d88f367c6ac3a797375c2a5b1c1fab,,ok
2026-07-31T00:50:29Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31890&returnto=9396,program_31890,1,httpx,direct_html,200,text/html; charset=UTF-8,0.246,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 4449, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 9, ""requirement_signal_count"": 4, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,46318,63313ae3f46ffa89770d739c0be3d19da4ec69bf21645c28b111a10de9038e61,,ok
2026-07-31T00:50:30Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31591&returnto=9396,program_31591,1,httpx,direct_html,200,text/html; charset=UTF-8,0.26,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 8258, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 17, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,54468,e19221b20dcd58b645aa30b9d56b57dbf3ad29509167d7d5c9ccf32b47db2c9b,,ok
2026-07-31T00:50:32Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32693&returnto=9396,program_32693,1,httpx,direct_html,200,text/html; charset=UTF-8,0.444,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 6771, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 17, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,50486,6c882f8e3fb00ba2b8be4975802439e782bbb3b32e248dcb26d6668919418408,,ok
2026-07-31T00:50:34Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31592&returnto=9396,program_31592,1,httpx,direct_html,200,text/html; charset=UTF-8,0.53,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 5997, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 28, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,51957,888fd72f160cbe2b971287b7aa1aea9b6cb296a99f485970888f66ab61225dbc,,ok
2026-07-31T00:50:37Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32692&returnto=9396,program_32692,1,httpx,direct_html,200,text/html; charset=UTF-8,0.579,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 6770, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 1, ""course_code_count"": 16, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,49852,c8bd2814c85c45f3fb3a0c01cb4366e3bdbab08a5e4b85670bcf92e0d53e949c,,ok
2026-07-31T00:50:39Z,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32697&returnto=9396,program_32697,1,httpx,direct_html,200,text/html; charset=UTF-8,0.62,"{""kind"": ""program_page"", ""challenge_detected"": false, ""visible_text_chars"": 6901, ""catalogue_title_found"": true, ""catalogue_year_seen"": ""2026-2027"", ""program_link_count"": 2, ""course_code_count"": 21, ""requirement_signal_count"": 5, ""program_title_present"": true, ""ok_reason"": ""title + requirement content""}",0,52316,270a87dff76e68771ad8831fc3c7793151bad36ee3b458051ca453cbdec9859e,,ok
