discovery_sequence,program_name,source_url,program_identifier,reason_for_review,evidence,recommended_action
484,Online MBA Program,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31615&returnto=9396,poid=31615,no recognizable credential in official title; needs human confirmation,"{""title"": ""Online MBA Program"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
496,Academic Medicine (MACM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32194&returnto=9396,poid=32194,no recognizable credential in official title; needs human confirmation,"{""title"": ""Academic Medicine (MACM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
499,Advanced Architectural Research Studies (City Design and Housing) (MAARS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32732&returnto=9396,poid=32732,no recognizable credential in official title; needs human confirmation,"{""title"": ""Advanced Architectural Research Studies (City Design and Housing) (MAARS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
500,Advanced Architectural Research Studies (Performative Design and Technology) (MAARS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32725&returnto=9396,poid=32725,no recognizable credential in official title; needs human confirmation,"{""title"": ""Advanced Architectural Research Studies (Performative Design and Technology) (MAARS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
501,Advanced Architectural Studies (MAAS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31589&returnto=9396,poid=31589,no recognizable credential in official title; needs human confirmation,"{""title"": ""Advanced Architectural Studies (MAAS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
509,Aging Biology (MSAB),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32898&returnto=9396,poid=32898,no recognizable credential in official title; needs human confirmation,"{""title"": ""Aging Biology (MSAB)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
527,Architecture (MArch),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31588&returnto=9396,poid=31588,no recognizable credential in official title; needs human confirmation,"{""title"": ""Architecture (MArch)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
542,Building Science (MBS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31567&returnto=9396,poid=31567,no recognizable credential in official title; needs human confirmation,"{""title"": ""Building Science (MBS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
543,Building Technology (MBTech),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32960&returnto=9396,poid=32960,no recognizable credential in official title; needs human confirmation,"{""title"": ""Building Technology (MBTech)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
546,Business for Veterans (MBV),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31641&returnto=9396,poid=31641,no recognizable credential in official title; needs human confirmation,"{""title"": ""Business for Veterans (MBV)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
549,Business Taxation (Data and Analytics) (MBT),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32670&returnto=9396,poid=32670,no recognizable credential in official title; needs human confirmation,"{""title"": ""Business Taxation (Data and Analytics) (MBT)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
550,Business Taxation for Working Professionals (MBT),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31657&returnto=9396,poid=31657,no recognizable credential in official title; needs human confirmation,"{""title"": ""Business Taxation for Working Professionals (MBT)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
571,Comparative Law (MCL),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32639&returnto=9396,poid=32639,no recognizable credential in official title; needs human confirmation,"{""title"": ""Comparative Law (MCL)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
585,Construction Management (MCM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32078&returnto=9396,poid=32078,no recognizable credential in official title; needs human confirmation,"{""title"": ""Construction Management (MCM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
596,Dispute Resolution (MDR),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32458&returnto=9396,poid=32458,no recognizable credential in official title; needs human confirmation,"{""title"": ""Dispute Resolution (MDR)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
604,Educational Counseling (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32020&returnto=9396,poid=32020,no recognizable credential in official title; needs human confirmation,"{""title"": ""Educational Counseling (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
620,Enrollment Management and Policy (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32532&returnto=9396,poid=32532,no recognizable credential in official title; needs human confirmation,"{""title"": ""Enrollment Management and Policy (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
650,Heritage Conservation (MHC),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31566&returnto=9396,poid=31566,no recognizable credential in official title; needs human confirmation,"{""title"": ""Heritage Conservation (MHC)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
662,International Public Policy and Management (IPPM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32320&returnto=9396,poid=32320,no recognizable credential in official title; needs human confirmation,"{""title"": ""International Public Policy and Management (IPPM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
664,International Trade Law and Economics (MITLE),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32705&returnto=9396,poid=32705,no recognizable credential in official title; needs human confirmation,"{""title"": ""International Trade Law and Economics (MITLE)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
667,Landscape Architecture (MLArch),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31565&returnto=9396,poid=31565,no recognizable credential in official title; needs human confirmation,"{""title"": ""Landscape Architecture (MLArch)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
669,Learning Design with AI and Emerging Technologies (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32923&returnto=9396,poid=32923,no recognizable credential in official title; needs human confirmation,"{""title"": ""Learning Design with AI and Emerging Technologies (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
670,Library and Information Science (MMLIS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32845&returnto=9396,poid=32845,no recognizable credential in official title; needs human confirmation,"{""title"": ""Library and Information Science (MMLIS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
676,Management Studies (MMS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31631&returnto=9396,poid=31631,no recognizable credential in official title; needs human confirmation,"{""title"": ""Management Studies (MMS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
712,Nonprofit Leadership and Management (MNLM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32315&returnto=9396,poid=32315,no recognizable credential in official title; needs human confirmation,"{""title"": ""Nonprofit Leadership and Management (MNLM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
713,"Nursing, Family Nurse Practitioner (MSN-FNP)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32552&returnto=9396,poid=32552,no recognizable credential in official title; needs human confirmation,"{""title"": ""Nursing, Family Nurse Practitioner (MSN-FNP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
739,Physician Assistant Practice (MPAP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32204&returnto=9396,poid=32204,no recognizable credential in official title; needs human confirmation,"{""title"": ""Physician Assistant Practice (MPAP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
742,Planning and Development Studies (MPDS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32317&returnto=9396,poid=32317,no recognizable credential in official title; needs human confirmation,"{""title"": ""Planning and Development Studies (MPDS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
746,Postsecondary Administration and Student Affairs (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32022&returnto=9396,poid=32022,no recognizable credential in official title; needs human confirmation,"{""title"": ""Postsecondary Administration and Student Affairs (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
753,Public Diplomacy (MPD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31962&returnto=9396,poid=31962,no recognizable credential in official title; needs human confirmation,"{""title"": ""Public Diplomacy (MPD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
754,Public Diplomacy (Practitioner and Mid-Career Professional) (MPD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31963&returnto=9396,poid=31963,no recognizable credential in official title; needs human confirmation,"{""title"": ""Public Diplomacy (Practitioner and Mid-Career Professional) (MPD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
768,School Counseling (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32023&returnto=9396,poid=32023,no recognizable credential in official title; needs human confirmation,"{""title"": ""School Counseling (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
782,Sports Administration and Leadership (MEd),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32924&returnto=9396,poid=32924,no recognizable credential in official title; needs human confirmation,"{""title"": ""Sports Administration and Leadership (MEd)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
784,Sports Law and Negotiation (MSL),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32939&returnto=9396,poid=32939,no recognizable credential in official title; needs human confirmation,"{""title"": ""Sports Law and Negotiation (MSL)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
788,Sustainability Management (MSM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32809&returnto=9396,poid=32809,no recognizable credential in official title; needs human confirmation,"{""title"": ""Sustainability Management (MSM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
797,Visual Anthropology (MVA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31708&returnto=9396,poid=31708,no recognizable credential in official title; needs human confirmation,"{""title"": ""Visual Anthropology (MVA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
876,Advanced Oral and Maxillofacial Surgery,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31984&returnto=9396,poid=31984,no recognizable credential in official title; needs human confirmation,"{""title"": ""Advanced Oral and Maxillofacial Surgery"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
924,General Practice Residency,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31993&returnto=9396,poid=31993,no recognizable credential in official title; needs human confirmation,"{""title"": ""General Practice Residency"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1081,Geospatial Leadership (DGL),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32961&returnto=9396,poid=32961,no recognizable credential in official title; needs human confirmation,"{""title"": ""Geospatial Leadership (DGL)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1097,Longevity Arts and Sciences (DLAS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32731&returnto=9396,poid=32731,no recognizable credential in official title; needs human confirmation,"{""title"": ""Longevity Arts and Sciences (DLAS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1131,"Policy, Planning, and Development (DPPD)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32349&returnto=9396,poid=32349,no recognizable credential in official title; needs human confirmation,"{""title"": ""Policy, Planning, and Development (DPPD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1137,Regulatory Science (DRSc),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32287&returnto=9396,poid=32287,no recognizable credential in official title; needs human confirmation,"{""title"": ""Regulatory Science (DRSc)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1141,Social Innovation (DSI),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32962&returnto=9396,poid=32962,no recognizable credential in official title; needs human confirmation,"{""title"": ""Social Innovation (DSI)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1147,AI for Molecular Biology Intensive,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32940&returnto=9396,poid=32940,no recognizable credential in official title; needs human confirmation,"{""title"": ""AI for Molecular Biology Intensive"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1148,Survey Design and Data Analysis Intensive,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32930&returnto=9396,poid=32930,no recognizable credential in official title; needs human confirmation,"{""title"": ""Survey Design and Data Analysis Intensive"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1149,Writing and Responsible AI Intensive,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32963&returnto=9396,poid=32963,no recognizable credential in official title; needs human confirmation,"{""title"": ""Writing and Responsible AI Intensive"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
1150,General Education,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31554&returnto=9396,poid=31554,no recognizable credential in official title; needs human confirmation,"{""title"": ""General Education"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": []}","Open the source URL, confirm the awarded credential, then either add the program to the include set (rerun with resume) or record why it is excluded."
